Id,Name,Description,Participation,Location,Add,Region,Town,Tel,Org,Start,End,Cycle,Noncycle,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class1,Class2,Map,Travellinginfo,Parkinginfo,Charge,Remarks
C2_371020000A_003300,第十六屆金門書展,第十六屆金門書展時間：11/11、11/12 09:00-18:00、11/13 09:00-14:00地點：浯江書院由金門縣文化局、海峽出版發行集團、中華民國圖書出版事業協會主辦，福建新華發行集團承辦，福建省出版對外貿易有限公司、麗文文化事業機構共同舉辦的「第16屆金門書展」將在11月11日-13日在浯江書院開展囉。本屆將展出近年來大陸出版優秀簡體圖書、文創商品，並結合台灣出版商相關暢銷書及共同展售，簡體圖書品種包含藝術、文學、社科等適合大眾閱讀的好書供民眾選購，此外也特別展銷具有福建特色的文創產品德化瓷器、福州油紙傘等商品。12號還將邀請台灣水墨畫家蒞臨現場指導油紙傘繪畫、版畫創作，自明日(11/08)起，民眾可上網報名，歡迎鄉親好友們共襄盛舉。油紙傘繪畫體驗-上午9:00-11:00 限24名版畫創作體驗-下午1:30-16:30 限24名地點：金城鎮浯江書院朱子祠講師：方志偉網路報名https://docs.google.com/forms/d/1S91uTBm4rrkLkUMXABpPNpMOF9sHIWoG3otTI6F5znY/edit活動洽詢專線：0934059515 翁先生,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/11/11 09:00:00,2022/11/13 18:00:00,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003301,藝文馬拉松-洪春柳文學展,地點：縣定古蹟睿友學校 禮堂展出洪春柳歷年之個人著作、合著及期刊、圖片。洪春柳曾任金門高中國文教師26年，金門高職國文教師1年，國立空中大學金門中心兼任講師、國立金門大學兼任助理教授多年。教學期間曾獲：1991年教育部人文教學優良獎、1999年趙廷箴優良國文教學獎、2004年全國Super教師獎。除了自己教學、寫作，洪春柳也指導學生寫作、投稿，並編輯《金中青年》。此外，她也積極投入校外「金門寫作協會」社團活動，並於1988年獲金門地區文藝獎、1995年獲金門文化工作獎、1997年獲金門國家公園攝影首獎。,,詳見官網,,金門縣,金沙鎮,886-8-2318823,金門縣政府,2022/10/02 09:00:00,2022/12/31 17:00:00,,,,,,,,,,118.439700,24.486740,03,,,,,,
C2_371020000A_003303,2023金門跨年晚會特色市集,"2023金門跨年晚會特色市集開始了～市集報名時間：111年11月10日(四) 08:00起 至11月25日(五)24:00止活動地點：烈嶼鄉金烈大橋下空地。報名方式：線上或紙本擇一方式報名1. 線上報名連結：https://reurl.cc/OEpjjX2. 紙本報名請下載報名表 https://reurl.cc/nZELmn 填寫後郵寄至(以郵戳為憑)：方時娛樂股份有限公司「2023金門跨年晚會市集 執行小組收」地址：104台北市民生東路二段143號8樓洽詢電話：02-27358883徵選辦法公告及登記日期：11月10日(四)徵選辦法：1. 徵選主要對象：在地小農農產品、在地美食小吃、在地手工藝等。2. 以金門在地攤商為優先徵選對象；非金門在地攤商報名，則統一規劃為候補徵選。若優先徵選對象從缺，則以候補攤商順位替補。3. 徵選數量：預計攤位數(攤車)共計30家，將進行篩選以不重複為主。招商攤位評選標準：1. 攤商是否為金門特色之店家。2. 展售商品是否具有金門在地性以及展售商品豐富度等。3. 若遇相同性質攤位過多之狀況，主辦單位有權調整招商項目之數量。保證金：通過徵選之攤商，須於保證金繳交截止日12月9日前，將保證金1,000元匯款至下列指定帳號後，方視為報名成功並保留攤位權。1. 保證金匯款帳號：銀行別：台北富邦銀行 敦和分行 銀行代號：012戶名：方時娛樂股份有限公司帳號：00742-102-003-4932. 保證金退款：晚會結束後，經現場工作人員驗收確認攤商符合規則，即當場退還保證金。3. 保證金沒收說明：●現場販售物品與報名表所述不符者。●非實際報名廠商。●破壞現場相關軟硬體設備者。●未完成場覆清運者。●未事先告知而無故遲到、早退、缺席者。●未遵守主辦單位規範之事宜者。以上符合任一項目者，將沒收全額保證金。現場提供設備：1. 3X3呎帳篷一頂、摺疊桌一張及塑膠椅4張。2. 110V電源(總用量不得超過1200瓦)。其餘請攤商自備設備徵選期程：1. 招商公告 111年11月10日(四) 公佈2. 報名開始11月10日(四)3. 報名截止日11月25日(五)4....",,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/11/10 00:00:00,2022/11/25 23:59:59,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003308,打開名人書坊講座：黑幼龍「卡內基的金科玉律」,打開名人書坊講座：黑幼龍「卡內基的金科玉律」時間｜12月3日(星期六)下午2時地點｜金門大學圖資大樓楊肅斌演講廳報名方式｜11月16日（星期三）上午9:00起採網路報名｜https://reurl.cc/9pd53X 報名人數200名，候補20名為服務少數未使用3C產品的長者，開放50名電話報名，專線：082-323169轉506因本年度與金大圖書館合作辦理，保留80位名额供金門大學教職員與學生參加，請逕洽金大圖書館報名講題目為「卡內基的金科玉律」，今年是卡內基訓練110年，也是在台灣的第35年，想像一下，卡內基所提出的觀念，在世界各地幫助了多少人在事業、婚姻、親子關係上有更好的發展？卡內基從自身的經驗出發，透過課堂上的「人際關係實驗室」、有如千千萬萬人的生活實戰體驗，所歸納出的金科玉律原則，看似簡單的常識，卻又意味深長。超越了時空，涵蓋了百年來都是人際相處間最重要的關鍵 - 如何溝通、如何表達、如何贏得友誼影響他人。這無法速成，而是一段需要親身實踐的歷程，產生的效果能讓人受用無窮，歡迎讀者一起來了解。講師介紹作家黑幼龍先生，中文卡內基訓練創辦人，現任台灣卡內基訓練負責人、光啟社董事長，名列台灣400年來最有影響力的200人之一，長期致力於自信、溝通、人際關係培訓。自1987年引進全球知名的「卡內基訓練」，幫助企業發揮人力資源潛能，開啟人才培訓的風氣。至今在台灣畢業學員超過40萬人，並領先全球，開創卡內基訓練「青少年班」、「慢養父母班」、「總經理班」，其座右銘為「成功的人在困難中找機會；失敗的人在機會中找困難」。歡迎鄉親至「金門縣文化局整合性圖書館自動化系統」(https://library.kmccc.edu.tw/webpacIndex.jsp)查詢黑幼龍相關書籍，亦可至本局縣立圖書館及各鄉鎮圖書館蒞館借閱，當天於活動現場亦會展示擺放，並開放現場借閱服務。文化局提醒，活動當天為避免報到時擁擠，請提早到場，因活動完全免費，請珍惜資源，若無法出席參加，請於活動前2天告知取消，將名額讓予後補人員；另外參與活動應佩戴口罩，肥皂勤洗手，若有出現發燒、咳嗽或呼吸急促症狀，請勿出...,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/12/03 02:00:00,2022/12/03 16:00:00,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003309,111年臺灣閱讀節「小小愛書人」金門場,111年臺灣閱讀節「小小愛書人」金門場即將登場親子組歡迎現場報名唱唱兒歌 讀讀故事  說說世界  塗塗寫寫  玩玩繪本透過說、唱、讀、寫、玩活動的設計與縣內幼兒園老師們專業的帶領下，讓幼兒接觸文字符號及書本，來增進孩子對於閱讀的興趣，培養成為小小愛書人幼兒完成五個關卡任務，即贈送一份小禮物喔！第一場：時間：111年11月19日(六)下午2:00-4:30地點：金門縣立圖書館南棟1、2樓洽詢專線：328638#172對象：4-6歲幼兒及家長，限額35組，額滿為止第二場：時間：111年11月27日(日)下午2:00-4:30地點：金湖鎮立圖書館1、3樓洽詢專線 334695對象：4-6歲幼兒及家長，限額25組，額滿為止現場報名時間:第一場：11月12日(六)早上9點起縣立圖書館南棟借10本書，即可登記。第二場：11月21日(一)早上9點起至金湖圖書館借10本書，即可登記。,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/11/17 14:00:00,2022/11/27 16:30:00,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003310,如果兒童劇團-大野狼拯救小紅帽,門票 200元https://tixfun.com/UTK0201_?PRODUCT_ID=Q00Q25A售票系統 TixFun參與單位主辦︰財團法人金門酒廠胡璉文化藝術基金會執行︰如果兒童劇團指導︰金門縣文化局簡介 如果兒童劇團最消暑的親子舞台劇《大野狼拯救小紅帽》，大野狼出現了！小紅帽卻不見了？！這到底是怎麼一回事？古今中外故事書裡的人物，一個個暈頭轉向，忘了自己是誰，也忘了回家的路。小朋友，一起來幫忙把故事人物都找回來吧！豐富有趣的互動橋段打破舞台與觀眾席的界線， 從台上到台下，讓小小孩最投入的互動，新奇、好玩、零距離！ 小朋友可以唱，可以跳，大聲回應，場景從台上延伸到台下，非常適合親子共賞，保證讓小朋友們在劇場裡 High 翻天！ 快！跟著大野狼出發，拯救小紅帽！,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/12/09 19:00:00,2022/12/09 21:00:00,,,,,,,,,,118.323280,24.440840,03,,,,,,
C2_371020000A_003311,駐縣藝術家雲慧甄、劉彥均駐縣成果展,展出駐縣藝術家，雲慧甄及劉彥均駐縣成果展。地點：吳心泉古厝(大地12號),,詳見官網,,金門縣,金沙鎮,886-8-2318823,金門縣政府,2022/12/09 14:00:00,2022/12/18 17:00:00,,,,,,,,,,118.427990,24.481110,03,,,,,,
C2_371020000A_003312,浯洲書院呂坤和師生版畫創作聯展,展出地點：李奇茂美術賽圖資大樓５樓,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/11/30 09:00:00,2022/12/23 17:00:00,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003313,2022金風盆藝展,日期：2022-12-05~2022-12-11展期：12/05-12/11 09:00-20:00展地：浯江書院,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/12/05 09:00:00,2022/12/11 20:00:00,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003321,書風流儻-2022年會員成果暨交流照片作品展,展期｜12月10日至112年1月4日展地｜金門縣文化局第一、二、三展覽場,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/12/10 08:00:00,2023/01/04 17:30:00,,,,,,,,,,118.323280,24.440840,03,,,,,,
C2_371020000A_003322,111年出版品成果展,展地｜金門縣文化局演藝廳大廳,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/12/17 09:30:00,2022/12/17 12:00:00,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_371020000A_003323,文化局中文英文繪本故事屋：十二月故事主題-美學教育＆聖誕節,"時間｜每周六、日地點｜金門縣文化局圖書館南棟一樓親子館12/03英文講師/吳昀曇-TIDY12/04中文講師/鄭榮璋-馬諦斯的剪刀12/10英文講師/Lillyunning-The Jellybeans and the Big Art Adventure12/11中文講師/顏忠榮-三位樹朋友12/17英文講師/王筱-Little Blue and Little Yellow12/18中文講師/楊佳佳-陪讀姊姊:陳韋彤、陳欣、李依庭、洪庭蕾-小狼波波:接納新朋友12/24英文講師/Lilly unnng, rander-Angelina&#39;s Christmas12/25中文講師/陳欣蘭-空空的聖誕襪12/31英文講師/陳律-The Big Orange Splot",,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/12/01 10:00:00,2022/12/31 11:00:00,,,,,,,,,,118.323280,24.440840,03,,,,,,
C2_371020000A_003324,2022驅山走海金門寫生展,2022驅山走海金門寫生展展期｜11月25日-12月31日展地｜烈嶼鄉文化館二樓展場李苡甄、陳秀娟、唐敏達、翁清土、洪永善、洪明燦、楊天澤、洪明標、張國英、顏國榮、董皓雲、蔡儒君十二位藝術家作品。「驅山走海畫會」是地區一些愛好繪畫者所組成的團體，成立至今已有二十多年的歷史了。目前成員有十二位，各在水墨、水彩、油畫等領域有其專擅的心得和畫藝。他們繪畫的風格上，有的簡明練達、有的意蘊深長、有的色彩浪漫、有的渾厚華茲&hellip;&hellip;各有風貌，各有特色。,,詳見官網,,金門縣,金城鎮,886-8-2318823,金門縣政府,2022/11/25 08:00:00,2022/12/31 17:30:00,,,,,,,,,,118.317050,24.435860,03,,,,,,
C2_376430000A_003758,2021桃園購物節(2021年11月-2022年3月),￭因疫情影響，消費登錄發票時間將延長至111年3月31日(四)24:00止￭活動詳情請洽客服專線 0800-200-670（上午8時30分至下午5時30分）「桃園購物節」於2021年11月5日至2022年3月31日登場，民眾只要憑在桃園市店家消費滿500元的發票，上網登錄即可參加抽獎，獎項超過2000個，更將在活動結束前最後一周，加碼抽出價值1500萬青埔好宅、台灣本田HONDA汽車及重型機車各2輛、台灣福斯Volkswagen汽車2輛。獎項玲瑯滿目，歡迎大家來桃園旅遊消費，抽千萬大獎。,,詳見官網,,桃園市,桃園區,886-3-3322101,桃園市政府,2021/11/05 00:00:00,2022/03/31 23:59:59,,,,,,,,,,121.301060,24.992900,03,,,,,,
C2_376430000A_003813,2022 Meet遇見桃園跨年晚會,￭活動相關細節可電洽本局旅遊行銷科 (03-3322101#6202、#6203)「2022 Meet 遇見桃園」跨年晚會在高鐵桃園站前廣場舉行，邀請演出陣容不僅高人氣，還兼具高顏值！有「神之鄉」王識賢及李玉璽；「饒舌天菜」熊仔、「鄉民老婆」吳卓源；「金曲歌王」李玖哲、「金曲歌后」艾怡良及「千萬點擊天團」八三夭等，想要甩開2021迎接2022，就來桃園跨年！ 活動時間：2021/12/31（五）19:00至2022/1/1/1（六）00:30（110/12/31下午4時開放入場） 活動地點：桃園高鐵站前廣場（高鐵桃園站及機場捷運A18站） 晚會直播：2021/12/31（五）19:00起■有線頻道：CH38 年代MUCH台■中華電信MOD：CH312 壹電視綜合台■電台：亞洲電台■網路：YOUTUBE壹電視NEXT TV■手機App：年代新聞APP、壹電視新聞APP ★交通接駁跨年專車-桃園線(紅線)◆桃園火車站-後站(延平路出口)→桃園高鐵站◆營運時間：18:00~22:00，發車間距為10~20分鐘◆票價：34元◆桃園高鐵站11號月台(5號出口)→桃園火車站-後站◆營運時間：22:00~01:30，發車間距為15分鐘◆票價：34元跨年專車-中壢線(綠線) -由環北站轉搭機場捷運抵達桃園高鐵站◆桃園客運中壢公車站(中壢區復興路161號)→機場捷運環北站◆營運時間：22:00~23:00，發車間距為10~20分鐘◆票價：18元◆機場捷運環北站(機捷後方公車站)→桃園客運中壢公車站(中壢區復興路161號)◆營運時間：22:00~01:30，發車間距為10~20分鐘◆票價：18元,,詳見官網,桃園市320中壢區高鐵站前廣場,桃園市,桃園區,886-3-3322101,桃園市政府,2021/12/31 00:00:00,2022/01/01 23:59:59,,,,,,,,,,121.301060,24.992900,03,,,,,,
C2_376430000A_003820,111年桃園眷村文化節,￭活動相關細節可電洽本府文化局陳小姐 (03-3322592#8207)￭因應加強防疫措施，部分活動有所異動，請參考附圖或相關連結眷味年貨大街1/8、1/9 連續二日，集合萬有全、長興肉鬆、家之味、大嬸婆眷村年菜及一條香臘肉等知名老店等共50攤，還有桃園在地陸光三村、憲光二村原眷戶媽媽也帶來手作美食。現場還有眷村媽媽上菜秀，分享美味料理教學及背後的感人故事；邀請到人氣大廚「古錐師」郭主義，及「天菜主廚」法比歐，現場採買眷味食材料理，教你如何用眷味食材製作出色香味俱全的美味年菜! 走村走春展由新生代藝術家+桃園當地社區打造9組特色貨櫃，還有社區共同彩繪燈籠海及年味裝置藝術，帶您一同串門子、體驗桃園各地眷村生活。 手作體驗眷村年節手作體驗，邀請專業導師現場教學，包含：版畫拓印、絹印帆布袋、窗花剪紙、串珠杯墊、花布燈籠等，帶您一同為家中佈置新年氛圍報名網址：https://reurl.cc/aNo944 眷村小旅行打造走讀體驗，規劃兩條眷村小旅行路線：「龍岡情報站」、「懷舊派微旅」，帶領您一同穿越時空，感受光陰故事報名網址：https://reurl.cc/73gyOb 鐵三角串連新年走村集好運：於龜山故事館、太武新村、馬祖新村、龍岡森林公園四地完成闖關活動，完成後即可獲得特色文創商品，等你一同來挑戰舞台活動1️⃣1/8、1/9 、1/15由《敦青舞蹈團》演出眷村親子舞劇《回村過大年》，勾引出屬於我們的眷村過年回憶2️⃣邀請人氣大廚「古錐師」及「天菜主廚」法比歐，現場採買食材，教導民眾做出讚不絕口的年菜料理3️⃣桃園眷村媽媽現場教學拿手年菜，不私藏的分享做出好吃眷村料理的小撇步,,詳見官網,桃園市320中壢區龍岡森林公園,桃園市,中壢區,886-3-3322101,桃園市政府,2022/01/08 00:00:00,2022/01/16 23:59:59,,,,,,,,,,121.235750,24.933910,03,,,,,,
C2_376430000A_003824,2021+桃園地景藝術節,★部分作品延長展出至5月，歡迎民眾到現場自由參觀，詳如連結。★活動詳情請洽本府文化局(03-3322592#8312)「2021+桃園地景藝術節」首度在都會區「桃園區」展出，範圍包括南崁溪、桃林鐵路、虎頭山公園、創新園區等，從早期開墾遺跡到科技基地，以「都會綠洲，親山近水」的策展概念，尊重自然生態平衡，邀請國內外45位藝術家，與在地14組社區、社群團隊，共創32件作品，還有精彩的系列活動，將帶領大家感受都會裡的自然！本屆地景藝術節也因疫情而延期至2022年，名稱增加「+」，賦予本活動在疫情蔓延下，桃園面對未知挑戰的勇氣  ！---------- 活動免費接駁車活動展區地圖2021+桃園地景藝術節看這裡： 品藝術-最美最好拍的32件藝術作品 談地景-最動人的2場論壇3場講座‍♀️ 玩地景-最好玩的6類型超過40場次 看表演-最精彩的7場演出 旅行趣-最夯推薦的10個主題小旅行 線上活動-最趣味的遊戲及測驗今年特別新增☕️ 食地景-最在地的4場美味餐會 回顧展-最深刻的歷年回顧 遺址展-最深入的考古體驗 攝影展-最暖心的毛小孩身影,,詳見官網,桃園市330桃園區虎頭山公園,桃園市,龜山區,886-3-3322101,桃園市政府,2022/03/11 00:00:00,2022/03/27 23:59:59,,,,,,,,,,121.330930,25.001770,03,,,,,,
C2_376430000A_003827,2022 角板山梅花季,￭活動相關細節可電洽本局風景管理處 (03-3946061)桃園市政府風景區管理處訂於110年12月31日上午10時舉辦「2022角板山梅花季-盡收梅角 山·藝遊」活動開幕，另111年1月1日、2日也持續辦理活動，歡迎攝影愛好者前來拍攝，民眾上山賞梅遊玩，享受冬季美景。角板山行館梅園面積2公頃，種植296棵梅樹，老梅於民國50年間栽種，為北台灣最大的梅園之一，種植梅花近日陸續綻放，枝頭點綴白色花瓣，散發陣陣清香，從12月25日起園區開始換上雪白新妝，越冷越開花的梅樹在氣溫驟降之下，紛紛綻放，賞花期限預估從即日起至1月上旬，1月中前都可以到角板山賞梅。欲搭乘大眾運輸前往角板山行館參加梅花季活動民眾，桃園區民眾可至桃園客運桃園總站搭乘502台灣好行小烏來線、506東眼山線至角板山行館，大溪區民眾可至大溪客運總站搭乘 5106、5106A、5104、5104A、5109、5093、5105、5094至角板山行館，另外復興區公所有提供仁愛及上台地等二處收費停車場，供自行前往民眾停車。◆12/29更新活動地圖◆活動時間:12/31、1/1、1/2 ，10:00〜16:00◆活動內容:✅梅園茶會✅古典樂器演奏✅春聯揮毫✅梅花鑰匙圈DIY✅親子草地遊戲✅在地小農市集,,詳見官網,桃園市336復興區角板山行館園區,桃園市,復興區,886-3-3322101,桃園市政府,2021/12/31 00:00:00,2022/01/02 23:59:59,,,,,,,,,,121.349480,24.816270,03,,,,,,
C2_376430000A_003840,2022桃園綠色生活悠遊節,￭活動相關細節可電洽本府環保局 (03-3386021#2116) 天氣轉暖，大地春雷，進入春耕季節，邀請您來參與桃園的環保盛事，有自行車小旅行、市集、親子表演和多位歌手演出在這個春天來蘆竹賞花、體驗綠色生活，把綠色行動融入生活中~ 3/5（六）騎求神明好保庇用舞獅和電音三太子開啟今年的綠色生活節，當天還有電動機車車友會和自行車小旅行等低碳運具遊程。快來市集尋找兒時古早味和童玩~ 綠色生活節是寵物友善的，別忘了帶毛孩一起來喲！3/6~3/11 賞花打卡看表演春天的花盛開，蘆竹花海、藝術裝置等你來拍照打卡！小市集、街頭藝人表演、綠色生活主題展間和遊戲攤在平日也不停歇，3/6下午有寵物疫苗施打，3/10下午還有創意工作坊，用回收物製作手工藝品~ 3/12（六）親子寵物放電趣小朋友最喜歡的YOYO家族Kiwi姐姐、浣熊哥哥，卡通明星YAMY、YOYOMAN下午就會到綠色生活節現場！當天也有熱鬧的街頭藝人表演，寵物認養活動和市集持續熱鬧進行中，歡迎帶小孩和寵物來放電~ 3/13（日）綠生活星光派對生活節最後一天活動一樣熱情滿滿！除了自行車小旅行暢遊海岸生態亮點外，還有國樂表演和多位歌手演出，如金曲新人?te壞特、蔡明仁、劉昊、張牧喬；聲林之王 邱軍、邱彩衣為生活節做個完美的ending。當天還有抽獎環節，生活節期間成功集章，就能參加抽獎，説不定大獎就是你的了！ 掃描QR Code集章抽好禮⏰集章開放時間：3/5 10:00起~3/13 16:00止步驟一：活動期間民眾在現場掃描5個任務QRCode，進入LINE@頻道頁面，每掃描一個QRCode，可獲得一枚數位印章。步驟二：集滿5枚數位印章且亮燈後，請依指示前往服務台。步驟三：工作人員確認印章狀態後，進行宣導品兌換。（每日宣導品數量有限，兌完為止）步驟四：民眾填寫資料領取抽獎券，參加最後一天大會抽獎，票根務必妥善保存。集章點：花海、裝置藝術、主題展間、綠集點市集攤位、電動機車宣導攤位民眾每天都能參加集章，每人每天限換取抽獎券和宣導品一次（宣導品兌完為止）-3/13抽出大獎，其餘獎項將在活動後由電腦隨機抽選，統一於「綠色生活悠遊節...,,詳見官網,桃園市338蘆竹區蘆竹誠聖宮旁,桃園市,蘆竹區,886-3-3322101,桃園市政府,2022/03/05 00:00:00,2022/03/13 23:59:59,,,,,,,,,,121.267750,25.091190,03,,,,,,
C2_376430000A_003852,2022桃園燈會,因應防疫，活動採靜態展示方式舉行，取消所有動態表演活動與小提燈發放民眾請落實實聯制、戴口罩、保持社交距離，以降低群聚感染風險並提高旅遊安全2022年桃園燈會活動規劃於光明公園、老街溪河岸及新勢公園等地舉辦，燈區設計上將光明公園打造一整片桃花林呈現過去桃園遍植桃花樹的景象；老街溪河岸規劃串連超過2公里光帶展現桃園在地文化內涵；而新勢公園則攜手國際藝術家製作出天空之城，呈現桃園未來城市意象。如何前往燈會主燈相關資訊燈會期間「每30分鐘呈現1次」，「每次5分鐘」。「每整點」呈現主題為桃源映像聲光秀(展現桃園四季花卉特色)。「每半點」呈現主題為花開富貴慶豐年(展現桃園1休區1花卉特色)。中壢光明公園燈區老街溪河岸(延平橋至新明橋)燈區平鎮新勢公園燈區,,詳見官網,桃園市320中壢區老街溪河岸,桃園市,中壢區,886-3-3322101,桃園市政府,2022/02/09 00:00:00,2022/02/28 23:59:59,,,,,,,,,,121.216080,24.963470,03,,,,,,
C2_376430000A_003864,2022戀戀魯冰花,￭活動相關細節可電洽本府客家事務局 (03-4096682#6006)「戀戀魯冰花」邁入第五屆，賞花地點擴及大北坑社區、三和社區。活動期間周末假日，欣賞豐富的表演之餘，還可以感受成為在地小農的農事體驗，不僅如此更有多元的DIY手作及專業的茶席品茗活動。來到大北坑以及三和社區，讓茶藝師為您砌一壺在地好茶，人生至此豈不快哉!走一趟龍潭茶鄉，賞茶園、聽音樂、聞花香、品杯茶，多重的感官饗宴，讓你不虛此行!誠摯的歡迎大家來到魯冰花秘境，放慢腳步，感受在地的風土民情、享受愜意的山中時光! 展區地址￭大北坑｜三水水土保持戶外教室停車場桃園市龍潭區三水里大北坑街1998巷8號￭三和｜和窯文創園區桃園市龍潭區三和里龍新路三和段1060巷 交通資訊系列活動活動共有時光音樂會、農事體驗、復古市集等，適合全家大小闔家共遊(活動資訊如有異動，以官網公告為主),,詳見官網,桃園市325龍潭區大北坑街1998巷8號,桃園市,龍潭區,886-3-3322101,桃園市政府,2022/02/19 00:00:00,2022/02/28 23:59:59,,,,,,,,,,121.165250,24.871920,03,,,,,,
C2_376430000A_003881,2022桃園咖啡莊園節,￭活動相關細節可電洽本府農業局 (03-3322101#5415)為推廣桃園在地咖啡莊園，規劃為期七日之主題活動，通過農事體驗、五感DIY等，讓民眾認識在地嚴選「桃園咖啡莊園」及「桃園咖啡生活」。 ☕️莊園咖啡市集 ☕️打卡咖啡廳 ☕️在地特產小農市集 ☕️咖啡知識講座 (活動報名)本次講座主講人特別邀約冠軍級講師：●冠軍咖啡師— Jim's咖啡創辦人 簡嘉程●咖啡冠軍— 阿里山咖啡王子 方政倫桃園在地咖啡莊園負責人：●良美農場－ 陳振隆●鑫園咖啡－ 陳耑妤●高山青莊園咖啡－ 曾建淵講座報名條件● 桃園在地農民，對種植咖啡有興趣者● 桃園咖啡莊園園主● 桃園在地咖啡業者 ☕️咖啡五感免費體驗 (活動報名)本次活動集結桃園在地咖啡達人舉辦咖啡農事體驗，參加者不只能更加了解咖啡相關知識，學會後還能自己在家輕鬆煮出一杯好咖啡。只要報名參加3/5～3/11任一場次體驗活動，就有機會獲得新手入門最需要的「手動咖啡陶瓷磨豆機」（共10名）☕️龜山農遊小旅行 (活動報名)在專業導覽老師解說下，深入認識楓茶米的美活動日期：3/5(六)、3/6(日)活動時間：上午場 09:00~12:30/下午場 13:00~16:30活動費用：$200元/人(費用包含：導覽、農事體驗、宣導品、保險、交通車等),,詳見官網,桃園市333龜山區良美農場,桃園市,龜山區,886-3-3322101,桃園市政府,2022/03/05 00:00:00,2022/03/11 23:59:59,,,,,,,,,,121.354650,25.029430,03,,,,,,
C2_376430000A_003882,2022北橫櫻花勇士單車完騎認證,￭活動相關細節可電洽本局風景管理處(03-3946061#122)北橫巴陵一帶山脈景色及櫻花綻放盛況，每年都令遊客印象深刻，桃園北橫櫻花季從每年1月底揭開序幕，不同品種的櫻花佈滿山頭，有山櫻花、八重櫻、吉野櫻、昭和櫻、富士櫻、霧社櫻，千島櫻、松月櫻等，在這初春之際，邀請您一同來到拉拉山這邊，騎著自行車，徜遊北橫，享受美麗的山中美景。活動時間：111年3月5日(六) 上午7：30至下午3：00。線上報名時間：即日起至3月2日(17時)止，計500名，額滿為止。報到時間：活動日上午8：30為止，逾時不候。報到地點：慈湖遊客中心大客車停車場(慈湖導覽服務站旁)。騎乘路線：起站-慈湖遊客中心(同報到地點)、中站-羅浮聖興宮、訖站-拉拉山遊客中心。活動地點資訊：●起站-慈湖遊客中心(桃園市大溪區復興路一段1097號)。●中站-羅浮聖興宮(桃園市復興區北橫公路上)。●訖站-拉拉山遊客中心(桃園市復興區華陵村7鄰29號)。,,詳見官網,桃園市336復興區拉拉山遊客中心,桃園市,復興區,886-3-3322101,桃園市政府,2022/03/05 00:00:00,2022/03/05 23:59:59,,,,,,,,,,121.383960,24.679780,03,,,,,,
